index,SMILE,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,CLUSTER,Label
51142,O=C(NC3=CC=CC=C3C)CSC1=NN=C(C2=CC=CC=C2N)N1,0.62547588,1.6653385,0.41904715,-0.87356144,-0.75713253,-0.43363884,1.6294832,-0.58192915,0.35784408,-1.2622672,1.4954582,1.6589273,0.14596529,1.2651877,0.44847548,-0.30088913,2.2204602,0.022950996,1.2514223,0.4807741,36709,2
51143,O=C(NC3=CC=CC=C3CC)CSC1=NN=C(C2=CC=CC=C2)N1,0.3750962,2.0811403,-0.38561222,-0.47331244,-1.5587162,-0.10606034,2.3613675,-0.68878198,0.96298462,0.24729185,0.93796962,-0.40141743,0.57861537,2.457854,1.0586098,-0.009471647,1.3633394,1.6752415,0.68131608,-0.064021654,31053,2
51144,O=C(NC3=CC=CC=C3CC)CSC1=NN=C(C2=CC=CC=C2O)N1,0.2090434,1.0192829,-0.23304851,0.49777532,-0.94103765,-0.56181115,2.0365455,-0.91282523,1.2933273,-1.2276655,0.9213416,1.8523721,0.98950613,0.3899537,0.41743603,-0.083467692,2.4878595,-0.94026548,-3.0675335,-2.6756573,27246,2
51145,O=C(NC3=CC=CC=C3CC)CSC1=NN=C(C2=CC=C(O)C=C2)N1,0.95533752,1.0213109,0.31545416,0.07962355,0.14098647,-1.7608931,-0.026028445,3.2961016,1.1135107,0.9087221,1.4821837,0.83094192,-0.35030067,0.33239228,0.52553689,0.81615865,-0.11415946,-0.38776377,-3.493129,-1.8246233,43208,2
51146,O=C(NC3=CC=CC=C3CC)CSC1=NN=C(C2=CC=CC=C2N)N1,0.24857284,1.0675142,-0.53881252,0.34357497,-0.8723917,-0.18928087,2.4688771,-0.82677066,0.84510922,-0.19965576,1.2175418,3.0703876,-0.034703784,0.15732464,0.35948181,1.5004241,1.1698147,-0.84572321,-3.2038839,-2.5545611,28164,2
51147,O=C(NC3=CC=C(CCCC)C=C3)CSC1=NN=C(C2=CC=CC=C2)N1,0.52187628,1.2892411,0.48389757,0.99197239,0.11484719,-0.87085009,0.57490623,3.6051676,1.4289926,0.61185485,1.8843436,1.5895237,-0.10610151,0.10625368,0.85651588,0.49949455,0.86611277,0.99194646,-2.2468853,-3.1242526,34351,2
51148,O=C(NC3=CC=C(CCCC)C=C3)CSC1=NN=C(C2=CC=CC=C2O)N1,0.45687482,1.4267771,0.11680398,0.62139499,0.40569082,-1.3821734,0.63262522,-0.46535867,-0.15574229,-0.050531026,0.98388106,2.4135754,-0.69247794,0.13122483,0.083097115,0.006850996,0.13639517,-0.16535795,-3.024735,-2.4049621,32952,2
51149,O=C(NC3=CC=C(CCCC)C=C3)CSC1=NN=C(C2=CC=C(O)C=C2)N1,-0.41615856,1.2511119,0.12720025,-0.32050782,-0.31659129,-1.0322194,2.8177071,-0.52347702,0.82230788,-0.38853797,1.11034,2.5436773,0.59439558,1.4585207,1.0654922,1.1226248,1.3256048,-0.64016318,-2.572964,-1.967499,14979,2
51150,O=C(NC3=CC=C(CCCC)C=C3)CSC1=NN=C(C2=CC=CC=C2N)N1,0.052067988,0.96360284,-0.41291994,0.6881575,-0.74838191,-0.59400636,2.2205503,-0.6977998,1.2984262,-1.1563228,0.70141327,1.9686458,1.1412913,0.22902615,0.34530181,-0.50550961,2.5512936,-1.0026908,-3.1835475,-3.0523646,23845,2
51151,O=C(NC3=CC=CC=C3Cl)CSC1=NN=C(C2=CC=CC=C2)N1,0.80126828,0.94234771,0.063656487,0.057279058,0.6198476,-1.8684121,0.24995965,-0.48182881,-0.22762533,0.62401056,1.2732073,0.81396443,-0.56565762,0.21208383,0.58172375,0.491108,0.16511247,-0.069941938,-3.4580486,-1.6745743,40345,2
51152,O=C(NC3=CC=CC=C3Cl)CSC1=NN=C(C2=CC=CC=C2O)N1,0.7563597,1.1080939,-0.47932017,-0.29561067,-1.2304631,-0.24409351,1.8068588,-0.68950462,0.62546992,-1.2942365,0.069836579,1.7569207,1.3611425,-0.16433065,0.14160563,-0.30259794,1.301116,-1.7764715,-2.080044,-3.0263872,39480,2
51153,O=C(NC3=CC=CC=C3Cl)CSC1=NN=C(C2=CC=C(O)C=C2)N1,1.1105458,0.91422915,0.37613374,0.61930645,-0.20062852,-0.96797967,0.29232249,-0.62414068,0.38189173,0.44697952,1.5224375,1.5794563,1.4459542,-0.34268665,0.2250953,0.85640037,1.1558008,-2.9564524,-3.4413354,-1.7455908,45647,2
51154,O=C(NC3=CC=CC=C3Cl)CSC1=NN=C(C2=CC=CC=C2N)N1,1.702768,1.0003885,-0.16550614,0.097919494,-0.15142076,-1.2810451,-0.083502978,-0.27486131,-0.72717249,0.3948305,0.19273511,0.39073318,0.093607411,0.60583687,0.51672173,0.50732726,-1.2594231,-0.4887504,-2.1740623,-2.3500276,50445,2
51155,O=C(NC3=CC=CC(Cl)=C3)CSC1=NN=C(C2=CC=CC=C2)N1,0.43842104,0.49304649,-0.49059421,0.15637915,-0.80085027,0.040013596,1.2119405,-1.0259718,1.5965244,-1.4024628,0.1559428,2.6522746,1.3129557,0.028834593,0.30333117,0.20577282,1.4730816,-1.3855367,-2.0396969,-2.2523935,32537,2
51156,O=C(NC3=CC=CC(Cl)=C3)CSC1=NN=C(C2=CC=CC=C2O)N1,1.3774482,0.32532519,-0.12731388,0.64859837,-0.019779909,-1.0754651,-0.87787503,3.1420033,1.25051,0.71350151,0.57512456,1.1154975,0.3923943,0.21724166,0.70868868,1.1021146,-1.1180987,-0.87306637,-2.4512711,-0.89221525,48602,2
51157,O=C(NC3=CC=CC(Cl)=C3)CSC1=NN=C(C2=CC=C(O)C=C2)N1,0.39675325,0.57406515,-0.57527232,0.061340332,-0.69544029,0.054069534,1.2188294,-1.0186063,1.627757,-1.3265176,0.41160458,2.3231533,0.74054068,0.33233568,0.74576551,0.87713534,1.4096217,-1.2820568,-1.8577671,-2.4758945,31513,2
51158,O=C(NC3=CC=CC(Cl)=C3)CSC1=NN=C(C2=CC=CC=C2N)N1,0.10913356,0.59972751,-0.53635621,-0.12026677,-0.63256282,-0.11850326,1.1804912,4.1006207,3.018765,-1.0020689,0.67268932,1.7963829,0.65834141,0.69932288,1.3016741,0.953785,1.295156,-1.1753396,-2.220165,-2.7286363,25046,2
51159,O=C(C(C#N)=CO2)C1=C2C=CC=C1,0.08416903,0.22910996,-0.5088315,-0.42376637,-0.38286588,-0.20326009,1.4953637,-0.65786058,1.1757661,-1.3240705,0.17682636,2.5415306,1.2733636,0.36753637,0.03156257,-0.98655725,1.5972073,-0.22760496,-1.9290566,-2.9963627,24518,1
51160,OC(CCCC2=CNC1=CC=CC=C12)=O,1.2204988,-0.028825182,-0.54000139,0.92357814,0.36788085,-1.2978479,-0.5460375,3.3921211,0.5438956,0.4557009,0.042040944,0.98310125,0.85731637,0.14217974,0.21137771,-0.32931319,-1.1135272,-0.54644388,-2.4616144,-1.4819951,47088,1
51161,ClC(C=C2)=CC1=C2C(SCC(O)=O)=CC=N1,0.027863126,1.158072,0.15363421,1.2902933,-0.66460139,-0.19073343,2.3900363,1.5865158,2.0298615,-1.2853254,0.68562764,1.6573274,1.3663617,0.61421961,1.1478817,0.41455042,2.9274023,-0.61686218,-1.6001557,-0.81693912,23291,1
51162,CCCC1=CC=C(C(CCC(O)=O)=O)C=C1,0.81251997,1.1436399,0.63472581,0.5908016,0.62523681,-1.0729433,0.36376891,2.0908239,0.86359131,0.20196725,1.1731871,0.93005723,-0.22995926,0.41325465,0.46345419,0.52609187,0.81749195,0.17713588,-1.7846217,-0.20444678,40558,1
51163,SCC(C)C(N1[C@H](C(O)=O)CCC1)=O,-0.61642325,1.330142,0.65040553,-0.091868028,0.12799832,-0.69011706,2.9338107,-0.53614277,0.7494871,-0.49915397,0.68685287,2.3799946,1.4889598,1.120172,1.3677986,0.45883042,2.0785465,-1.1068032,-1.1037362,-0.2669355,12046,2
51164,O=C(NCC(O)=O)C(CS)CC1=CC=CC=C1,-0.4022342,1.4915532,-0.38864577,1.3955903,-1.1780149,-0.002456049,1.9142603,-1.0062838,1.5378791,-1.8389077,0.70101053,0.90672225,1.0062177,-0.42354909,1.2956252,-0.67968559,2.7533829,-0.24289712,-1.3787082,-0.19073944,15198,2
51165,SCC(S)CO,1.2827863,1.0089105,0.66757244,-0.086477488,0.43692279,-1.2379738,0.23791265,-0.47563553,-0.15567788,0.79065078,1.233301,0.94037318,-0.82301205,0.2688075,0.33935443,1.1065369,0.13468289,0.078735054,-1.1048363,-0.22650948,47738,2
51166,O=C(C(S)C)NCC(O)=O,0.35081401,0.74240905,1.5784115,0.13786387,-0.027472604,0.97099352,3.0758016,-0.53359485,1.117414,0.86763066,1.2728654,2.8111491,0.82434279,0.66411334,0.63118005,1.5415652,3.0000303,0.39397952,-0.24512844,0.015061331,30468,1
51167,O=C(CSC3=NN=C(C4=C(O)C=CC=C4)N3)NC(S2)=NC1=C2C=CC=C1,0.36020032,1.0428065,1.6576115,0.43342128,0.040656045,0.54351127,3.0929356,1.7536349,0.98108995,0.70286733,0.74527931,4.1111541,2.2026122,0.59949696,0.23153083,2.0424438,2.0690434,-0.76253998,-1.0917064,-0.55982774,30703,2
51168,O=C(CSC3=NN=C(C4=C(O)C=CC=C4)O3)NC(S2)=NC1=C2C=CC=C1,0.3016268,-1.1698732,0.6073752,0.69338495,2.3195553,0.40060344,-0.76360512,2.443485,-0.26263797,0.32571095,0.74746287,-0.26537973,0.71297836,0.69546992,0.95112497,-1.1141381,1.1591116,-0.47445646,0.27470213,0.1430793,29394,1
51169,O=C(CSC3=NN=C(C4=C(O)C=CC=C4)S3)NC(S2)=NC1=C2C=CC=C1,1.7726334,1.5183748,0.98627752,1.552669,-0.14453976,-0.14063841,-0.52655733,3.9826455,-0.29525298,0.10405541,1.5151953,0.55794036,2.2192957,1.4425195,1.7063944,-0.18490444,2.1726308,0.097152598,1.0548667,1.0655441,50667,2
51170,O=C(CSC3=NN=C(C4=CC=NC=C4)N3)NC(S2)=NC1=C2C=CC=C1,-2.7108431,1.4220855,0.7355125,3.5347598,-0.25783753,2.909307,-1.3841938,-1.2774043,0.50355828,-3.6869354,-0.2517297,0.023152351,4.0628724,-0.99195164,2.3514473,3.283839,-2.5681627,0.027128492,0.85451198,0.40592608,671,1
51171,O=C(CSC3=NN=C(C4=CC=NC=C4)O3)NC(S2)=NC1=C2C=CC=C1,-3.3023064,2.5553658,1.3963509,1.8181401,-0.79573929,2.5361047,-2.8397365,2.3227386,2.7069638,-4.6325316,-0.2830714,-0.48661417,5.1276011,-2.0228641,1.9861392,3.0321343,-0.19287957,-1.2044954,0.32339483,0.60379523,191,1
51172,O=C(CSC3=NN=C(C4=CC=NC=C4)S3)NC(S2)=NC1=C2C=CC=C1,-1.5905373,5.3319435,3.1815844,-3.9676507,-0.75172681,-0.15405102,-3.8465598,-1.2134326,1.9944823,-4.1660008,2.560684,3.1967258,4.8347645,2.366931,2.3630316,2.4733529,7.2476029,-1.9544889,0.89851123,2.8070242,3803,1
51173,O=C(NC2=CC=CC=C2)CSC1=NN=C(C3=C(O)C=CC=C3)N1,0.52562493,8.6447535,2.0189562,-2.221854,-1.7656493,-2.1103599,-4.8908076,-5.0852504,13.248655,1.722729,-1.8204743,5.2557926,8.907547,7.7770557,0.52504563,2.1709979,8.4147663,-2.0868177,4.8957953,3.1004527,34457,2
51174,O=C(NC2=CC=CC=C2)CSC1=NN=C(C3=C(O)C=CC=C3)O1,-2.0604599,-0.60138297,0.4852812,-0.009666971,-0.48092854,0.92252684,-0.96145654,-0.30797559,0.098311916,-1.3381475,-0.93992871,-1.0475193,-2.1515653,-0.67001194,-0.85387105,0.15105489,-0.59577876,1.8194647,-0.52890331,-1.4228543,2054,2
51175,O=C(NC2=CC=CC=C2)CSC1=NN=C(C3=C(O)C=CC=C3)S1,-1.852864,0.13364446,0.092637077,-1.3896298,0.79860896,0.20976917,-1.5332124,-0.16218725,0.27201313,-1.6980983,-0.3907626,-0.50745749,-1.9084119,-0.002643078,-0.9175396,0.8687306,0.9600063,2.2761075,1.1560014,-0.86197162,2732,2
51176,O=C(NC2=CC=CC=C2)CSC1=NN=C(C3=CC=NC=C3)N1,-2.0217674,-3.6025937,0.043902509,-0.23903976,2.3917716,-0.39383811,0.51012111,-0.26956633,0.89530975,-1.5193529,-1.1808721,0.63976872,-2.0936539,-0.89658797,-1.7485216,-1.4905396,-2.5973074,6.6508112,-3.1359885,-6.2180171,2172,2
51177,O=C(NC2=CC=CC=C2)CSC1=NN=C(C3=CC=NC=C3)O1,-3.8695941,-1.2164416,-0.2277007,1.6529964,0.23899336,-0.44484755,-1.0727397,-0.69146109,-0.08449395,-1.2775137,-0.43358147,-0.24727835,-1.5377477,1.310829,-0.83809048,-1.4245205,-4.0103064,1.6468364,-0.24529801,-2.3081355,60,2
51178,O=C(NC2=CC=CC=C2)CSC1=NN=C(C3=CC=NC=C3)S1,-0.54728448,1.7784246,-0.10139888,-0.11126856,0.45875776,-1.134657,-0.40761834,-0.59565586,0.43869647,-0.072432108,2.3257008,0.2478617,2.2243037,1.164344,-0.81945354,0.65628487,1.2983499,-0.074256822,-3.5352623,-0.59863234,12978,1
51179,O=C(NC([H])C(SCC(O)=O)=O)CC1=CC=CS1,-0.63723981,1.7814583,-0.76389134,0.47215256,-0.72883213,-1.0931902,-0.81933457,-0.50728798,-0.46289152,1.6092861,2.1434608,-0.25747359,0.65366364,0.8667345,-2.534461,0.43071377,-0.93459749,-0.21389942,-2.8690794,0.58355606,11789,1
51180,O=C(NC(C)C(SCC(O)=O)=O)CC1=CC=CS1,-0.49449426,1.8285241,-0.56315923,-1.0153679,-0.16413757,-1.16431,-0.98888665,-0.5084579,-0.23368308,1.4286844,2.251261,0.36055329,0.79566985,0.30273098,-2.5589514,0.14269125,-0.9100731,-0.44387913,-3.0716796,0.032857202,13783,1
51181,O=C(NC(CCC)C(SCC(O)=O)=O)CC1=CC=CS1,-0.2870799,1.3708417,-0.13182998,0.69618374,0.66862339,-0.96394628,0.11634079,-0.76922566,0.24555622,-0.1187721,1.7940134,0.03753031,2.1298797,2.3449333,0.041572947,-0.095357187,1.20578,0.57761258,-3.018584,1.0595073,17150,1
51182,O=C(NC(CCCC)C(SCC(O)=O)=O)CC1=CC=CS1,-0.50609487,1.4562304,-0.66339904,0.42486823,-0.26434344,-1.052241,-0.52668011,-0.59240162,-0.77800447,1.813957,1.8274567,-0.70491385,0.76644051,1.7890097,-1.6533749,-0.35538271,-0.72507882,0.3905417,-2.0354691,1.7306712,13605,1
51183,O=C(NC(CC2=CC=CC=C2)C(SCC(O)=O)=O)CC1=CC=CS1,-0.11327767,1.3100063,-0.75252563,0.48911482,-0.1844918,-0.9201811,-0.40132102,-0.53489053,-0.61606979,1.4790097,1.8840473,-0.14657488,1.1796935,1.5694319,-1.441763,-0.2625272,-1.1637584,0.09723115,-2.2526784,1.2651283,20395,1
51184,CC1=CC(C)=C(NC(CSC2=NC3=C(S(N(C)C4=C3C=CC(Cl)=C4)(=O)=O)C=N2)=O)C(C)=C1,-0.22281349,0.72277647,-0.062916435,0.76583183,0.77780879,-0.72807664,-0.38273653,-0.75508988,0.47105125,-1.346064,0.98514628,0.32423627,1.7908084,1.6809818,0.26469401,0.37802088,1.5638411,0.040937912,-2.9633596,1.1015662,18308,1
51185,O=S(C1=CC=C(OCC)C=C1)(N2CCN(C3=CC(NC4=CC=C(C)C=C4)=NC(C)=N3)CC2)=O,-0.50751877,0.88620323,-0.59285474,0.36149976,-0.059400104,-0.73801553,-1.0850446,-0.253371,-0.63250083,0.58533537,1.202453,-0.58915377,0.067205377,1.6619343,-1.1986284,0.30005887,-0.58791077,-0.20342647,-2.0214586,1.5070034,13586,1
51186,O=C(C3CCN(S(C5=CC=CC4=NON=C45)(=O)=O)CC3)NC2=CC=CC1=CC=CC=C12,-0.13643859,0.76185626,-0.73084295,0.44242558,-0.08646515,-0.76775903,-0.95802325,1.2446849,0.04645294,0.15931237,0.99334496,-0.11914946,0.51220459,1.1492609,-1.0407634,0.40437818,-0.74279916,-0.240863,-2.447933,1.2856838,19936,1
51187,OC2=C(C(NC(CC3=CNC4=C3C=CC=C4)C(O)=O)=O)N=C(Cl)C1=CC=CC=C12,-0.11340331,0.390019,-0.037057307,0.65089709,1.2745235,-0.62931865,0.046160106,-0.55467916,0.13990609,-1.0978818,1.2152792,0.17109579,1.2610747,1.9710575,1.3400066,0.11570903,1.6891924,0.077409782,-2.5244899,1.6141881,20393,1
51188,CC2=NC1=CC4=C(OCO4)C=C1C(N/N=C/C3=CC=C(NS(=O)(C)=O)C=C3)=C2,-0.30747852,0.40591359,-0.44562909,0.3847585,0.23756881,-0.79163867,-0.86712015,1.200551,-0.46792921,1.03203,1.0113181,-1.0391161,0.59178346,2.1970005,-0.45847839,-0.60600477,0.11931163,0.38516903,-1.4252481,2.4759288,16787,1
51189,CC2=NC1=CC4=C(OCO4)C=C1C(N/N=C/C3=CC=C(SC)C=C3)=C2,0.043134429,0.28436348,-0.52414691,0.51403451,0.23085181,-0.76975495,-0.66462833,2.4356782,-0.043486547,0.59772152,1.002722,-0.45482376,1.1394365,1.902271,-0.05576827,-0.47719446,-0.57414967,0.11586571,-1.8038,1.9825597,23639,1
51190,CC2=NC1=CC4=C(OCO4)C=C1C(N/N=C/C3=CC=C(S(=O)(C)=O)C=C3)=C2,-2.5085337,0.19755456,-0.40132877,-0.58423555,0.48972136,0.3218365,-1.9931757,-0.44318801,-0.046855185,-0.96086442,0.22436236,0.90017444,-0.92189848,-0.060328502,-1.4449512,-1.0100766,-0.01786002,1.516579,0.18433422,-0.66941041,983,1
51191,CC2=NC1=CC4=C(OCO4)C=C1C(N/N=C/C3=CC=C(S(C)=O)C=C3)=C2,-2.1321261,0.030459261,0.1223704,-0.9577986,0.10039826,0.061697304,-2.3465691,-0.4452002,-0.0746402,-1.1019784,-0.19342566,0.56935948,-0.24859184,0.40108067,-1.1984408,-1.1862574,0.87405765,2.7148287,-0.035825346,-0.11648182,1848,1
51192,CC2=NC1=CC4=C(OCO4)C=C1C(N/N=C/C3=CC=C(C=O)C=C3)=C2,-1.6035824,0.16378081,0.18878298,-0.99308223,-0.36732912,-0.42955559,-2.7536073,-0.4590812,-0.25372711,-1.0440949,-0.54585165,-0.4632434,-0.21018307,0.53846145,0.31912363,0.28995353,0.62484151,1.2695942,0.15695161,-0.055777539,3745,1
51193,CC2=NC1=CC4=C(OCO4)C=C1C(N/N=C/C3=CC=C(S(=O)(N)=O)C=C3)=C2,-1.4130776,0.29174069,0.22413649,-1.2064084,-0.49161142,-0.62624073,-2.9283311,-0.39244652,-0.24702252,-1.1602863,-0.5965668,-0.59351063,-0.32151514,0.58500135,0.7301904,0.79455829,0.46067321,1.0575308,0.29839301,-0.17694318,4760,1
51194,[H]C2=NC1=CC4=C(OCO4)C=C1C(N/N=C/C3=CC=C(NS(=O)(C)=O)C=C3)=C2,-1.135983,1.1335788,0.11723446,-1.9117829,-0.11274525,-0.35895297,-2.3047419,-0.21985804,-0.15556137,-1.2974333,0.61110353,0.16286744,0.85320669,-0.014897552,9.22E-05,-0.6518085,0.18501297,1.6314557,0.63068575,0.23165013,6642,1
51195,[H]C2=NC1=CC4=C(OCO4)C=C1C(N/N=C/C3=CC=C(SC)C=C3)=C2,0.68697917,1.1940598,-0.24513936,-0.83604991,-2.2238855,-0.62119699,0.90600079,-0.82959151,0.67400163,-0.18132807,2.7117891,1.6104146,0.91325504,0.73581499,0.84447759,-0.25722024,1.4742615,1.0080867,0.63063818,-1.3311979,38021,1
51196,O=S(NC(C=C3)=CC=C3/C=N/NC2=C4C(CCCC4)=NC1=CC=CC=C12)(C)=O,0.62097645,1.6806582,0.45441568,-0.96031445,-0.71156591,-0.41834638,1.6097739,-0.47836664,0.52555406,-1.2039059,1.3251088,1.9399421,0.41704157,1.0194727,0.12061945,-0.64596021,2.1706076,-0.07557746,1.2598121,0.48683235,36619,1
51197,CC2=NC1=CC4=C(OCO4)C=C1C(N/N=C/C3=CC=C(C(OC)OC)C=C3)=C2,0.36732173,2.0813112,-0.37352324,-0.48692456,-1.5600834,-0.11663698,2.3716884,-0.68351847,0.95075327,0.21964227,0.90738684,-0.30225205,0.6615988,2.3600209,0.98886788,-0.11621236,1.3213485,1.6502179,0.63990319,-0.040779069,30875,1
51198,CSC(C=C3)=CC=C3/C=N/NC2=C4C(CCCC4)=NC1=CC=CC=C12,-0.61348712,2.7324913,-0.68736213,-0.26376772,-0.87355864,-0.79059124,-1.4958268,-1.0264131,1.6996698,-1.3901888,0.86878532,-1.6311072,1.3515692,-0.73374456,-0.57891417,-1.1255492,1.2831926,-0.52454233,-0.46903732,-1.0932375,12087,1
51199,CC2=NC1=CC=C(OC)C=C1C(N/N=C/C3=CC=C(NS(=O)(C)=O)C=C3)=C2,-0.65626293,-1.2348123,-1.364234,0.77448243,1.0573219,-0.043356173,1.2560533,-0.070350803,-0.078876354,-0.3357389,-0.086320743,0.11921318,-2.0809124,-0.19474299,-0.18998764,-0.70036131,-0.30506271,0.58267915,0.5380367,0.071676381,11561,1
51200,CC2=NC1=CC=C(OC)C=C1C(N/N=C/C3=CC=C(SC)C=C3)=C2,-0.85502487,-0.28689018,-0.92876965,0.24644034,0.11137187,0.60733545,-0.041369408,-0.8496657,1.6588243,-0.99321282,-2.2978828,-1.6007174,-0.76972061,0.036552183,-1.1041442,0.4076502,-0.50574815,-0.54343998,-0.80688375,0.092564717,9259,1
51201,CC2=NC1=CC(OC)=CC=C1C(N/N=C/C3=CC=C(NS(=O)(C)=O)C=C3)=C2,-0.75301778,-0.45804229,-1.2692529,-0.061288998,0.33403027,-0.28705424,0.09174908,-0.34746575,-0.49520671,0.11795811,-0.31300959,0.13794303,0.22870509,-0.99033552,-0.023013661,1.8744274,-0.28045392,0.93320471,-1.2425326,0.81717902,10391,1
51202,[H]C2=NC1=CC(OC)=CC=C1C(N/N=C/C3=CC=C(NS(=O)(C)=O)C=C3)=C2,-1.133371,-0.41366258,-0.69037235,-1.1344625,-0.03705794,0.32549703,-1.6738218,-0.46163824,0.13939846,-1.4798844,-0.82963693,-0.89097071,-1.9254475,0.33918741,1.1591194,0.73083138,-0.34714285,-0.16167311,0.083312131,-0.45165101,6663,1
51203,[H]C2=NC1=CC([H])=CC=C1C(N/N=C/C3=CC=C(NS(=O)(C)=O)C=C3)=C2,0.18963565,0.33527023,-0.2392613,0.40235832,0.92389667,-0.86532313,-0.31926122,0.91955215,0.9225412,-1.1100477,0.91911203,-0.19744624,1.104753,1.6562287,0.52961606,-0.021567397,1.3203298,-0.79450244,-2.5415316,1.2118794,26791,1
51204,[H]C2=NC1=CC([H])=CC=C1C(N/N=C/C3=CC=C(SC)C=C3)=C2,-0.18927534,0.73431134,-0.099517047,0.89767253,0.77358723,-0.70358449,-0.41121542,-0.41812852,0.8409254,-1.1461067,0.86537749,0.19505149,1.8308165,1.8266444,0.27272063,0.47423464,1.5349367,0.061201494,-2.7945864,1.0622311,18901,1
51205,CC2=NC1=CC4=C(OCO4)C=C1C(NNCC3=CC=C(NS(=O)(C)=O)C=C3)=C2,-0.23981746,0.7177586,-0.0855707,0.7789157,0.78271461,-0.85232407,-0.35696533,-0.76921368,0.58075029,-1.2327082,0.83864546,0.17245133,1.318966,1.9275618,0.40168446,0.63239789,1.8833131,0.30562201,-3.3460903,1.1991757,17985,1
51206,CC2=NC1=CC4=C(OCO4)C=C1C(NNCC3=CC=C(SC)C=C3)=C2,-0.18185116,0.64601064,0.30982497,0.5802319,1.0778699,-1.2058656,-0.28510439,-0.63380992,0.73846781,-0.95877135,0.77372247,0.28310776,1.4828675,1.1270721,0.63589084,-0.44168353,1.6982557,-0.48329103,-2.1070735,0.82519907,19052,1
51207,CC2=NC1=CC4=C(OCO4)C=C1C(NNCC3=CC=C(S(=O)(N)=O)C=C3)=C2,0.069056913,0.55050915,0.24318737,-1.0230502,1.1102034,-1.1045201,-0.61224669,-0.48957384,0.45386773,-0.94000804,1.6822828,-0.48354843,0.87623399,1.6922524,1.2075745,0.47049978,1.1454992,-0.46561903,-2.0616584,0.12021913,24197,1
51208,CC2=NC1=CC4=C(OCO4)C=C1C(NNC(C3=CC=C(NS(=O)(C)=O)C=C3)=O)=C2,-0.091154218,0.7629413,0.19360892,0.62778455,0.51638585,-0.84448195,-0.59287554,-0.71769184,1.0071718,-0.89419812,1.5700661,-0.39116445,1.8623188,2.171299,1.0699761,1.2890114,1.4261595,0.67778391,-2.2531435,-0.24872044,20823,1
51209,CC2=NC1=CC3=C(OCO3)C=C1C(NCCCC4=CC=C(SC)C=C4)=C2,-0.25654516,0.99627906,0.1527331,-0.017258406,0.97337615,-0.9994759,-0.57573473,-0.71303993,0.99281085,-1.0052694,0.79252726,0.17039122,1.6871221,1.9609709,0.76386625,0.77068192,1.1667768,0.23754884,-2.6183572,0.91172081,17668,1
51210,CC2=NC1=CC3=C(OCO3)C=C1C(NCCCN4CCN(CC4)S(=O)(C)=O)=C2,-0.051466811,0.64734876,0.51380777,0.44473323,0.7797724,-1.2990752,-0.50872725,-0.79498309,0.59248841,-0.81012118,1.4951547,-0.54960299,1.6188684,1.6772733,1.6582664,0.42554674,1.5152154,-0.27221239,-1.5158614,0.071870066,21624,1
51211,CC2=NC1=CC3=C(OCO3)C=C1C(NCCCN4CCC(NS(=O)(C)=O)CC4)=C2,0.40358189,0.53364235,0.026503706,0.14292869,0.34872323,-1.2619127,-0.61297023,0.80852157,0.87293887,-1.2856799,1.0934235,-0.10265961,0.99823272,1.7226111,0.72725981,0.57079881,1.2505116,-0.29074106,-2.1681399,0.12967999,31668,1
51212,CC1=CC(C)=C(NC(CSC2=NC3=C(S(N(C)C4=C3C=CC(Cl)=C4)(=O)=O)C=N2)=O)C(C)=C1,-0.001086348,0.89188957,0.30011818,0.19974759,0.30571851,-1.1946971,-0.7658549,-0.80217582,0.90140408,-1.1565474,1.2032888,0.19772109,1.3245629,2.0156827,0.47538584,1.1401937,1.9629685,0.88339454,-2.6804338,-0.35195017,22700,1
51213,CCOC1=CC=C(S(N2CCN(C3=NC(C)=NC(NC4=CC=C(C)C=C4)=C3)CC2)(=O)=O)C=C1,0.050302114,0.99190885,-0.03586382,0.85901684,0.32433724,-1.1668019,-0.62265193,0.40810078,1.2404017,-1.3488586,0.45361573,0.24973528,1.3845454,2.2329907,0.5408017,1.1577599,1.4765348,0.46308571,-2.7587824,0.84169602,23803,1
51214,O=C(C3CCN(S(C5=CC=CC4=NON=C45)(=O)=O)CC3)NC2=CC=CC1=CC=CC=C12,0.071418501,0.74663997,0.53807151,0.43720046,0.4380812,-1.6215013,-0.60071003,-0.7957052,0.57814956,-1.0915924,1.0850573,0.057232663,1.5230411,1.4880676,1.1705228,0.25047806,1.5860877,-0.12842232,-1.7579408,0.050116766,24240,1
51215,O=C(NCC(SCC(O)=O)=O)CC1=CC=CS1,0.71270156,0.89339852,-0.30572665,0.061010201,0.077985495,-1.5740557,-1.0132871,0.97316796,0.91034228,-1.612623,0.70581454,0.74078715,1.2114335,1.6310797,0.62603211,0.57968158,0.37022805,-0.5104059,-1.9102833,0.55236536,38589,1
51216,O=C(NC(C)C(SCC(O)=O)=O)CC1=CC=CS1,0.24278426,1.3057123,-0.03749124,-0.21487866,0.203196,-1.4905249,-1.1376466,-0.48367766,0.62561244,-1.7904774,0.99465507,1.1365241,1.4837209,1.8625304,0.54378986,1.1281904,0.85855061,0.36428326,-2.3824511,0.35065997,28018,1
